x,y
-8.71009,39.75401
-8.70933,39.75401
-8.71112,39.75471
-8.71089,39.7546
-8.71179,39.75507
-8.71126,39.75473
-8.71116,39.7553
-8.71063,39.75445
-8.71111,39.75603
-8.71206,39.75624
-8.71213,39.75637
-8.71153,39.75624
-8.71154,39.75641
-8.71213,39.75674
-8.71109,39.75617
-8.71062,39.75641
-8.70822,39.75553
-8.70819,39.75643
-8.70767,39.75661
-8.70694,39.75676
-8.71211,39.75701
-8.71113,39.75712
-8.71186,39.7578
-8.70962,39.7569
-8.70946,39.75693
-8.71049,39.75798
-8.71176,39.75852
-8.71144,39.75829
-8.71149,39.7593
-8.7015,39.7585
-8.71841,39.76118
-8.71279,39.76074
-8.70014,39.75735
-8.70063,39.75851
-8.70077,39.75979
-8.71866,39.83497
-8.7168,39.83557
-8.7166,39.83585
-8.71647,39.83602
-8.7094,39.84311
-8.70871,39.84351
-8.70911,39.84406
-8.70798,39.84463
-8.70699,39.84559
-8.7065,39.846
-8.70548,39.847
-8.70512,39.84643
-8.70506,39.8466
-8.7039,39.84807
-8.70342,39.85256
-8.70462,39.8533
-8.70315,39.85362
-8.70236,39.85387
-8.70374,39.85728
-8.70074,39.85735
-9.41706,38.92484
-9.41698,38.92457
-9.41696,38.92473
-9.41702,38.92502
-9.41694,38.92527
-9.41703,38.92959
-9.41674,38.92951
-9.4168,38.92959
-9.41682,38.92967
-9.41685,38.92972
-9.39743,38.85598
-9.39694,38.85699
-9.39821,38.85855
-9.39718,38.85763
-9.39821,38.8587
-9.3976,38.85948
-9.39617,38.85954
-9.39788,38.86057
-9.39711,38.86017
-9.39691,38.8602
-9.39673,38.86019
-9.3964,38.86024
-9.3981,38.86327
-9.39739,38.86318
-9.39652,38.86346
-9.31844,38.86396
-9.31747,38.86398
-9.31809,38.86496
-9.31745,38.86514
-9.31791,38.866
-9.31911,38.86653
-9.31888,38.86687
-9.3187,38.8666
-9.31762,38.86571
-9.31736,38.86602
-9.31727,38.86603
-9.31689,38.8662
-9.31651,38.86634
-9.31647,38.86676
-9.31647,38.86684
-9.31855,38.86696
-9.3186,38.86701
-9.31721,38.867
-9.31676,38.86745
-9.31841,38.87073
-9.31867,38.87341
-9.32525,38.87776
-9.32395,38.87783
-9.32321,38.87763
-9.32268,38.87772
-9.32219,38.87739
-9.32226,38.87754
-9.32573,38.87799
-9.32499,38.87803
-9.3238,38.87804
-9.32383,38.87814
-9.32288,38.87801
-9.32173,38.87764
-9.3213,38.87766
-9.32748,38.91332
-9.32106,38.91351
-9.35543,38.91408
-9.35579,38.91629
-9.35571,38.91646
-9.35522,38.91712
-9.35525,38.91887
-9.3508,38.91628
-9.34997,38.91504
-9.35484,38.91739
-9.3534,38.9174
-9.35452,38.91809
-9.35455,38.91837
-9.35403,38.91825
-9.35411,38.9183
-9.354,38.9183
-9.35451,38.91845
-9.35436,38.91841
-9.35419,38.91843
-9.35433,38.91847
-9.35414,38.91884
-9.35377,38.91896
-9.3518,38.91639
-9.35656,38.91967
-9.3565,38.91974
-9.35373,38.9191
-9.35359,38.91929
-9.35118,38.92041
-9.34637,38.91603
-9.3388,38.91384
-9.33364,38.91366
-9.32579,38.91508
-9.3238,38.91587
-9.32382,38.91621
-9.32281,38.91646
-9.32243,38.91686
-9.32222,38.91674
-9.32201,38.91751
-9.32212,38.92178
-9.32362,38.92277
-9.31905,38.92011
-9.32212,38.96719
-9.33576,38.97268
-9.33519,38.97244
-9.32907,38.97381
-9.32884,38.97366
-9.3276,38.97355
-9.32788,38.97369
-9.32798,38.97385
-9.33374,38.97763
-9.33023,38.97674
-9.32946,38.97417
-9.32892,38.97425
-9.32841,38.97424
-9.32815,38.97433
-9.32782,38.97426
-9.32772,38.9741
-9.32779,38.97452
-9.32925,38.97596
-9.3292,38.976
-9.3301,38.97668
-9.32837,38.97606
-9.33054,38.977
-9.33034,38.97683
-9.33016,38.97705
-9.32948,38.97694
-9.32839,38.97707
-9.32697,38.97054
-9.32551,38.97022
-9.32554,38.97084
-9.32588,38.97122
-9.32401,38.96915
-9.32451,38.97045
-9.32368,38.97118
-9.32655,38.972
-9.32652,38.97225
-9.32604,38.9722
-9.32595,38.9722
-9.32682,38.97317
-9.32702,38.97337
-9.32673,38.97368
-9.32439,38.9713
-9.32289,38.97159
-9.32616,38.97419
-9.32728,38.97662
-9.32728,38.9768
-9.33583,38.97957
-9.33536,38.98107
-9.33525,38.98152
-9.31478,38.8655
-9.31408,38.8654
-9.31637,38.866
-9.31635,38.86618
-9.31573,38.86614
-9.31512,38.86576
-9.31558,38.86601
-9.31525,38.86619
-9.31615,38.86624
-9.31585,38.86671
-9.31527,38.86641
-9.31514,38.86638
-9.31566,38.86668
-9.31503,38.86585
-9.31482,38.86584
-9.31501,38.86597
-9.31409,38.86609
-9.31408,38.86617
-9.31499,38.86627
-9.31478,38.86637
-9.31438,38.86654
-9.31457,38.86686
-9.31405,38.86626
-9.31434,38.86685
-9.31389,38.86682
-9.31339,38.86519
-9.31364,38.86547
-9.31248,38.86512
-9.31341,38.86581
-9.31331,38.86581
-9.31298,38.86577
-9.31261,38.86575
-9.31282,38.86587
-9.31231,38.86599
-9.31354,38.86624
-9.31355,38.8664
-9.31338,38.86647
-9.31315,38.86635
-9.3134,38.86655
-9.31339,38.86672
-9.31308,38.86658
-9.31218,38.86571
-9.31638,38.86711
-9.3162,38.86723
-9.31616,38.86726
-9.31576,38.86756
-9.31539,38.867
-9.31507,38.8669
-9.31563,38.86724
-9.31549,38.86816
-9.31519,38.86796
-9.31509,38.86802
-9.3147,38.86691
-9.31448,38.86689
-9.31461,38.86714
-9.31503,38.86734
-9.31444,38.8673
-9.31441,38.86744
-9.31424,38.86707
-9.31399,38.86694
-9.31394,38.86709
-9.31422,38.86748
-9.31498,38.86807
-9.31466,38.86792
-9.31462,38.868
-9.31531,38.86831
-9.31515,38.86839
-9.31489,38.86846
-9.31463,38.86828
-9.31439,38.86831
-9.31342,38.86705
-9.3132,38.86689
-9.31331,38.86701
-9.31325,38.86709
-9.31333,38.86748
-9.31313,38.86754
-9.31275,38.87318
-9.31262,38.87353
-9.26515,38.84935
-9.26425,38.85031
-9.2622,38.84826
-9.26224,38.84867
-9.26414,38.85033
-9.26394,38.85046
-9.31283,38.91532
-9.31257,38.91573
-9.31239,38.91598
-9.31278,38.91625
-9.31253,38.91617
-9.31225,38.91613
-9.31267,38.9165
-9.31253,38.91749
-9.31417,38.92282
-9.31379,38.92331
-9.31367,38.92338
-9.31384,38.92359
-9.31393,38.92386
-9.31366,38.92411
-9.31406,38.92434
-9.30904,38.92171
-9.30777,38.92062
-9.30633,38.92126
-9.30591,38.92163
-9.30963,38.92238
-9.30938,38.92237
-9.30868,38.92261
-9.30583,38.92288
-9.30528,38.9218
-9.30435,38.92233
-9.30504,38.92303
-9.30415,38.92415
-9.30337,38.92367
-9.30384,38.92397
-9.3022,38.92327
-9.31385,38.9246
-9.31426,38.92509
-9.31454,38.92556
-9.3151,38.92596
-9.31296,38.92935
-9.31145,38.92951
-9.31145,38.92958
-9.31146,38.92964
-9.31043,38.92493
-9.30841,38.9267
-9.30725,38.92603
-9.31228,38.93134
-9.31144,38.93113
-9.31277,38.93182
-9.3129,38.93217
-9.31214,38.93189
-9.31178,38.932
-9.31126,38.93146
-9.31233,38.93308
-9.31237,38.93325
-9.31297,38.93355
-9.31241,38.93357
-9.31228,38.93291
-9.31121,38.93299
-9.31195,38.93421
-9.31154,38.93507
-9.31105,38.9349
-9.31033,38.93017
-9.31069,38.93052
-9.30989,38.9339
-9.30998,38.93393
-9.31077,38.93455
-9.30466,38.92575
-9.30512,38.93535
-8.70447,39.71642
-8.70445,39.71691
-8.70474,39.71724
-8.70554,39.72066
-8.70456,39.72019
-8.70425,39.72023
-8.70269,39.72047
-8.70211,39.7201
-8.7016,39.72093
-8.70819,39.72405
-8.70779,39.72417
-8.70719,39.72436
-8.70705,39.72495
-8.70627,39.72253
-8.70466,39.72305
-8.70521,39.72319
-8.70174,39.72252
-8.70608,39.72552
-8.70648,39.72577
-8.705,39.72583
-8.70386,39.72497
-8.65726,39.69063
-8.67716,39.69583
-8.70042,39.70884
-8.69193,39.70727
-8.69148,39.70727
-8.69534,39.70908
-8.69389,39.70937
-8.69377,39.71007
-8.69361,39.70953
-8.6931,39.70943
-8.69359,39.70991
-8.69288,39.70832
-8.69293,39.70855
-8.69066,39.70737
-8.69054,39.70755
-8.69079,39.70799
-8.69088,39.70892
-8.69715,39.71113
-8.69723,39.71283
-8.69753,39.71354
-8.6975,39.71378
-8.69634,39.71341
-8.6936,39.71167
-8.69426,39.71253
-8.69552,39.71306
-8.69479,39.71321
-8.6953,39.71363
-8.69302,39.71284
-8.69198,39.71373
-8.69031,39.71349
-8.69133,39.71382
-8.69113,39.71397
-8.69016,39.70782
-8.68995,39.70801
-8.68999,39.70903
-8.68943,39.70954
-8.68961,39.71466
-8.68956,39.71484
-8.68937,39.71494
-8.68908,39.7151
-8.68855,39.71447
-8.68825,39.71456
-8.68819,39.71477
-8.68804,39.7144
-8.68861,39.71489
-8.68749,39.71535
-8.68739,39.71556
-8.69877,39.71735
-8.69962,39.71819
-8.69842,39.71577
-8.69817,39.71609
-8.69713,39.71629
-8.69665,39.71617
-8.69815,39.71711
-8.69795,39.71697
-8.6978,39.71723
-8.69636,39.71724
-8.6959,39.71741
-8.70104,39.71837
-8.70056,39.71882
-8.69988,39.71874
-8.7,39.71948
-8.69951,39.71897
-8.70088,39.72003
-8.70079,39.72015
-8.69297,39.71826
-8.69025,39.71574
-8.69037,39.71622
-8.691,39.7169
-8.69277,39.71745
-8.69462,39.71872
-8.69408,39.71932
-8.6941,39.71967
-8.69361,39.71924
-8.69554,39.72001
-8.69535,39.72047
-8.69541,39.72062
-8.6955,39.72103
-8.6948,39.72092
-8.69614,39.72164
-8.69652,39.72201
-8.69634,39.72213
-8.6974,39.72256
-8.69706,39.72264
-8.69712,39.72286
-8.6966,39.72306
-8.6958,39.72304
-8.69847,39.72408
-8.69854,39.72458
-8.69958,39.72562
-8.69561,39.72167
-8.69435,39.72134
-8.6947,39.72142
-8.69459,39.72196
-8.69427,39.72255
-8.68975,39.71582
-8.69001,39.71594
-8.69001,39.71623
-8.68786,39.71679
-8.68731,39.71603
-9.36313,38.71468
-9.36242,38.71486
-9.36204,38.71479
-9.36202,38.7156
-9.36132,38.71506
-9.3613,38.71571
-9.35933,38.71494
-9.35926,38.71504
-9.36019,38.71529
-9.35939,38.71518
-9.35916,38.71517
-9.35946,38.71549
-9.36389,38.71716
-9.36359,38.71714
-9.36328,38.71708
-9.36396,38.71739
-9.36372,38.71736
-9.36123,38.71596
-9.36143,38.71623
-9.36107,38.71632
-9.36136,38.71647
-9.3609,38.71598
-9.36078,38.71622
-9.36071,38.71636
-9.36126,38.71684
-9.36122,38.71697
-9.3609,38.71669
-9.36087,38.71684
-9.36066,38.71661
-9.36038,38.71654
-9.36272,38.71747
-9.36043,38.7179
-9.36231,38.72518
-9.36107,38.72676
-9.36085,38.72752
-9.36035,38.72763
-9.36209,38.72845
-9.3617,38.72836
-9.36114,38.72843
-9.36148,38.72855
-9.35987,38.7163
-9.35944,38.71586
-9.35862,38.71651
-9.35847,38.71681
-9.35978,38.71738
-9.35973,38.71752
-9.35944,38.71732
-9.35974,38.7181
-9.35917,38.7181
-9.35893,38.71719
-9.35889,38.71737
-9.3581,38.71772
-9.36007,38.72523
-9.35972,38.72578
-9.35936,38.72667
-9.35726,38.72653
-9.35964,38.72718
-9.35953,38.72742
-9.35975,38.72761
-9.35941,38.72802
-9.35911,38.72804
-9.35955,38.72824
-9.35917,38.72824
-9.34397,38.84646
-9.34308,38.84611
-9.34226,38.84575
-9.34202,38.84618
-9.342,38.84628
-9.3414,38.84621
-9.3431,38.84651
-9.34256,38.84651
-9.34269,38.84677
-9.34258,38.84667
-9.34268,38.84693
-9.34335,38.84721
-9.34378,38.8474
-9.34227,38.84641
-9.34249,38.84653
-9.34212,38.84635
-9.34226,38.84682
-9.34199,38.84671
-9.3413,38.84694
-9.34097,38.8464
-9.34084,38.84652
-9.34034,38.84661
-9.34035,38.84681
-9.34019,38.84681
-9.33984,38.84669
-9.34061,38.84706
-9.34068,38.84738
-9.34072,38.84747
-9.34018,38.84728
-9.34007,38.84706
-9.34018,38.84734
-9.33953,38.84632
-9.33972,38.84664
-9.33913,38.84682
-9.33868,38.84664
-9.33867,38.84673
-9.33869,38.84682
-9.33934,38.84743
-9.33873,38.84738
-9.33875,38.84747
-9.33869,38.84734
-9.21103,38.77982
-9.21112,38.78023
-9.21034,38.77969
-9.21092,38.78054
-9.20917,38.7813
-9.20771,38.78073
-9.20731,38.78121
-9.20742,38.7813
-9.20754,38.78135
-9.20749,38.78138
-9.20778,38.78142
-9.20729,38.78151
-9.2071,38.78139
-9.20697,38.78128
-9.20659,38.78119
-9.20696,38.78166
-9.20605,38.77888
-9.2053,38.78105
-9.20593,38.78138
-9.20542,38.78112
-9.20544,38.78129
-9.20506,38.7809
-9.21024,38.78286
-9.21011,38.78302
-9.20976,38.78309
-9.2095,38.78301
-9.21012,38.78316
-9.20834,38.7821
-9.20854,38.78226
-9.20866,38.78302
-9.20785,38.78227
-9.20762,38.78246
-9.20722,38.78244
-9.20911,38.78316
-9.20917,38.78337
-9.20702,38.78417
-9.2072,38.78436
-9.21175,38.78865
-9.21119,38.78914
-9.21024,38.78924
-9.21437,38.79354
-9.2063,38.78292
-9.1521,38.76552
-9.15187,38.76554
-9.15108,38.76674
-9.41262,38.90266
-9.41219,38.90283
-9.41235,38.90313
-9.41227,38.90316
-9.41198,38.90316
-9.41169,38.90322
-9.41047,38.90631
-9.40715,38.90435
-9.40708,38.9049
-9.40472,38.90343
-9.40655,38.90491
-9.40756,38.90546
-9.40959,38.90726
-9.40938,38.90737
-9.40891,38.9072
-9.40941,38.90745
-9.40923,38.90748
-9.40919,38.90769
-9.40929,38.90776
-9.40711,38.90681
-9.4082,38.90783
-9.40821,38.90802
-9.40744,38.90743
-9.40727,38.90762
-9.40607,38.90582
-9.40688,38.90751
-9.41285,38.90994
-9.4133,38.9104
-9.41274,38.91043
-9.41154,38.90831
-9.41151,38.90864
-9.41147,38.90844
-9.41037,38.90859
-9.41115,38.90934
-9.41217,38.90954
-9.41203,38.91036
-9.40985,38.90986
-9.41068,38.91016
-9.41001,38.91075
-9.41012,38.91085
-9.41138,38.91224
-9.40784,38.90826
-9.40813,38.90862
-9.40778,38.90943
-9.4094,38.91013
-9.40907,38.90979
-9.40724,38.91012
-9.40675,38.90926
-9.4091,38.91108
-9.40899,38.91143
-9.40965,38.91202
-9.40943,38.91189
-9.40742,38.91098
-9.40719,38.91104
-9.40719,38.91114
-9.40692,38.91101
-9.4067,38.91105
-9.41546,38.91821
-9.41603,38.9193
-9.41604,38.91989
-9.41615,38.9207
-9.41627,38.92123
-9.41456,38.91687
-9.31233,38.936
-9.31226,38.93599
-9.31043,38.93685
-9.31061,38.93716
-9.30981,38.93717
-9.309,38.9377
-9.30602,38.9379
-9.30879,38.93885
-9.30815,38.93874
-9.36636,39.02803
-9.36683,39.02832
-9.36797,39.03137
-9.36782,39.03127
-9.36773,39.03142
-9.36784,39.03166
-9.36793,39.03188
-9.36804,39.03259
-9.3677,39.03471
-9.36769,39.03481
-9.36776,39.03771
-9.36774,39.03807
-9.12998,38.71404
-9.12997,38.71409
-9.12988,38.71402
-9.12978,38.71402
-9.13001,38.71414
-9.12769,38.71186
-9.12759,38.71189
-9.12773,38.71265
-9.12765,38.71306
-9.1278,38.7131
-9.12769,38.71313
-8.11897,37.08332
-8.11923,37.08376
-8.11953,37.08934
-8.36894,37.10258
-8.3691,37.10278
-8.36869,37.10337
-8.36756,37.10309
-8.36653,37.10222
-8.36626,37.10272
-8.36672,37.10357
-8.36948,37.10372
-8.36937,37.10602
-8.36864,37.1037
-8.36415,37.10215
-8.36349,37.10197
-8.36587,37.10261
-8.36564,37.10257
-8.36519,37.10239
-8.36483,37.10231
-8.36453,37.10229
-8.36313,37.10178
-8.36289,37.10168
-8.36202,37.10159
-8.36143,37.10147
-8.3618,37.1025
-8.12992,37.10044
-8.13402,37.10184
-8.1337,37.10171
-8.13337,37.10227
-8.13282,37.10345
-8.13085,37.10124
-8.13184,37.10235
-8.13172,37.10227
-8.13156,37.10266
-8.1318,37.1033
-8.13136,37.10355
-8.13297,37.10362
-8.13318,37.10384
-8.13301,37.10426
-8.13294,37.1042
-8.13304,37.1043
-8.13244,37.10367
-8.13156,37.10395
-8.13072,37.10397
-8.12775,37.09926
-8.1277,37.09951
-8.12801,37.10021
-8.12852,37.10142
-8.12959,37.10162
-8.12938,37.10166
-8.12945,37.10201
-8.12915,37.10192
-8.12854,37.10309
-8.12842,37.10261
-8.12823,37.10285
-8.12753,37.10222
-8.1282,37.10302
-8.12816,37.10291
-8.12816,37.10336
-8.1276,37.10309
-8.12711,37.10216
-8.12658,37.10263
-8.12644,37.10258
-8.12386,37.10572
-8.12388,37.1059
-8.12383,37.10617
-8.12365,37.10615
-8.12331,37.10612
-8.12287,37.10557
-8.12347,37.10639
-8.11996,37.10837
-8.12,37.109
-8.11937,37.10847
-8.11925,37.10872
-8.11936,37.1089
-8.72748,39.7342
-8.72632,39.73353
-8.72658,39.73373
-8.7254,39.73259
-8.72517,39.73238
-8.72555,39.73392
-8.7257,39.73464
-8.72557,39.73474
-8.72812,39.73508
-8.7268,39.73567
-8.72817,39.73647
-8.72764,39.73646
-8.72745,39.73645
-8.72748,39.73675
-8.72719,39.73637
-8.72713,39.7367
-8.72675,39.73678
-8.72541,39.73541
-8.72496,39.73516
-8.72567,39.73551
-8.72493,39.73586
-8.72493,39.73617
-8.72393,39.73557
-8.72353,39.73582
-8.72344,39.73563
-8.72358,39.73607
-8.7233,39.73623
-8.72336,39.7366
-8.7301,39.73825
-8.7228,39.7359
-8.70238,39.7276
-8.70267,39.72919
-8.70251,39.72797
-8.70191,39.72847
-8.70185,39.72861
-8.70247,39.7287
-8.70573,39.73048
-8.70492,39.7313
-8.70406,39.73168
-8.70416,39.73198
-8.70333,39.72954
-8.70278,39.72963
-8.70308,39.73015
-8.70323,39.73052
-8.70492,39.73313
-8.70423,39.73392
-8.7034,39.73453
-8.70278,39.73573
-8.70362,39.73685
-8.70339,39.73652
-8.7029,39.73621
-8.71219,39.75241
-8.71361,39.75384
-8.71226,39.75299
-8.71276,39.75352
-8.71226,39.7537
-8.71324,39.75423
-8.71309,39.75524
-8.71373,39.75648
-8.71509,39.75772
-8.71433,39.75737
-8.71409,39.75709
-8.71265,39.75681
-8.71269,39.75774
-8.71235,39.75889
-8.71206,39.75181
-8.71196,39.75231
-8.71181,39.75241
-8.71131,39.75362
-8.71097,39.75352
-8.71155,39.75467
-8.71155,39.75485
-8.71015,39.75417
-8.71024,39.75449
-8.71035,39.7546
-8.70998,39.75505
-8.70976,39.75536
-8.7108,39.75589
-8.71179,39.75627
-8.71176,39.75677
-8.71091,39.7561
-8.71141,39.7567
-8.71024,39.75605
-8.71038,39.7565
-8.71011,39.75655
-8.71005,39.75631
-8.70971,39.75618
-8.70952,39.7561
-8.70963,39.75628
-8.70969,39.75671
-8.70884,39.75631
-8.70848,39.75614
-8.70849,39.75675
-8.7077,39.75634
-8.70782,39.75657
-8.71038,39.75814
-8.71134,39.75845
-8.70948,39.75932
-8.70663,39.7566
-8.70609,39.75712
-8.70574,39.75725
-8.70281,39.75859
-8.70164,39.75879
-8.71807,39.76111
-8.70864,39.76047
-8.70029,39.75709
-8.70049,39.75767
-8.70034,39.75784
-8.69874,39.75787
-8.69877,39.75801
-8.70083,39.75876
-8.70049,39.75879
-8.69995,39.75937
-8.71712,39.83523
-8.71395,39.83814
-8.71274,39.83794
-8.71398,39.83963
-8.71419,39.84044
-8.71326,39.84026
-8.71063,39.84313
-8.70921,39.8433
-8.70819,39.84448
-8.70808,39.84481
-8.70457,39.84696
-8.70518,39.84762
-8.70408,39.84744
-8.70375,39.85095
-8.70343,39.85333
-8.70187,39.85551
-8.70267,39.85621
